Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MANDARIN GARDENS,"1,960,000","1,571.54","1,247",Dec-22,SIGLAP ROAD,Resale,Strata,146,"13,425",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,06 to 10
BLISS REGALIA,"1,688,000","1,679.18","1,005",Dec-22,SING AVENUE,Resale,Strata,156,"10,821",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
THE CREST,"1,990,000",947.23,"2,101",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,88,"22,614",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
THE BEACON,"1,348,000",807.3,"1,670",Dec-22,CANTONMENT ROAD,Resale,Strata,75,"17,973",-,Apartment,1,99 yrs lease commencing from 2004,02,Rest of Central Region,16 to 20
SHELFORD SUITES,"4,150,000","3,541.36","1,172",Dec-22,SHELFORD ROAD,Resale,Strata,329,"12,614",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE BAYSHORE,"1,100,000",979.52,"1,123",Dec-22,BAYSHORE ROAD,Resale,Strata,91,"12,088",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,11 to 15
TROPIKA EAST,"660,000",430.56,"1,533",Dec-22,FOO KIM LIN ROAD,Resale,Strata,40,"16,500",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
MALVERN SPRINGS,"2,000,000","2,077.45",963,Dec-22,ONAN ROAD,Resale,Strata,193,"10,363",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
HARVEST MANSIONS,"1,480,000","1,022.58","1,447",Dec-22,HAVELOCK ROAD,Resale,Strata,95,"15,579",-,Apartment,1,99 yrs lease commencing from 1993,03,Rest of Central Region,01 to 05
THE POIZ RESIDENCES,"828,000",419.8,"1,972",Dec-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,231",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
SHANGHAI ONE,"1,580,000",882.65,"1,790",Dec-22,SHANGHAI ROAD,Resale,Strata,82,"19,268",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ECO SANCTUARY,"960,000",667.37,"1,438",Dec-22,CHESTNUT AVENUE,Resale,Strata,62,"15,484",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,16 to 20
KINGSFORD WATERBAY,"670,000",473.62,"1,415",Dec-22,UPPER SERANGOON VIEW,Resale,Strata,44,"15,227",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
TAIPAN REGENCY,"1,500,000","1,194.8","1,255",Dec-22,HAIG ROAD,Resale,Strata,111,"13,514",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BLUE HORIZON,"1,400,000","1,151.75","1,216",Dec-22,WEST COAST CRESCENT,Resale,Strata,107,"13,084",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
MELVILLE PARK,"1,350,000","1,474.67",915,Dec-22,SIMEI STREET 1,Resale,Strata,137,"9,854",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
CASTLE GREEN,"1,220,000","1,151.75","1,059",Dec-22,YIO CHU KANG ROAD,Resale,Strata,107,"11,402",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
PARKVIEW APARTMENTS,"955,000","1,087.16",878,Dec-22,BUKIT BATOK STREET 25,Resale,Strata,101,"9,455",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
DE CENTURION,"1,420,000",775.01,"1,832",Dec-22,TANJONG RHU ROAD,Resale,Strata,72,"19,722",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
QUEENS,"1,806,000","1,194.8","1,512",Dec-22,STIRLING ROAD,Resale,Strata,111,"16,270",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,16 to 20
VACANZA @ EAST,"1,050,000",839.59,"1,251",Dec-22,LENGKONG TUJOH,Resale,Strata,78,"13,462",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,263,000",796.54,"1,586",Dec-22,LORONG HOW SUN,Resale,Strata,74,"17,068",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
LE QUEST,"756,000",495.14,"1,527",Dec-22,BUKIT BATOK STREET 41,Resale,Strata,46,"16,435",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
RIVERVALE CREST,"1,295,000","1,442.38",898,Dec-22,RIVERVALE CRESCENT,Resale,Strata,134,"9,664",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,16 to 20
SKY VUE,"2,215,000","1,140.98","1,941",Dec-22,BISHAN STREET 15,Resale,Strata,106,"20,896",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,31 to 35
THOMSON IMPRESSIONS,"820,000",462.85,"1,772",Dec-22,LORONG PUNTONG,Resale,Strata,43,"19,070",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,16 to 20
TANJONG RIA CONDOMINIUM,"1,240,000",925.7,"1,340",Dec-22,TANJONG RHU ROAD,Resale,Strata,86,"14,419",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
JUPITER 18,"1,080,000",796.54,"1,356",Dec-22,LORONG 102 CHANGI,Resale,Strata,74,"14,595",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE BERTH BY THE COVE,"2,800,000","1,883.7","1,486",Dec-22,OCEAN DRIVE,Resale,Strata,175,"16,000",-,Condominium,1,99 yrs lease commencing from 2004,04,Core Central Region,01 to 05
SELETAR PARK RESIDENCE,"1,110,000",839.59,"1,322",Dec-22,SELETAR ROAD,Resale,Strata,78,"14,231",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
PARC OLYMPIA,"1,280,000","1,162.51","1,101",Dec-22,FLORA DRIVE,Resale,Strata,108,"11,852",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
REGENT GROVE,"1,020,000","1,162.51",877,Dec-22,CHOA CHU KANG NORTH 7,Resale,Strata,108,"9,444",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
SIGNATURE PARK,"2,170,000","1,410.08","1,539",Dec-22,TOH TUCK ROAD,Resale,Strata,131,"16,565",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CENTRO RESIDENCES,"1,430,000",871.88,"1,640",Dec-22,ANG MO KIO AVENUE 8,Resale,Strata,81,"17,654",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,21 to 25
THOMSON VIEW CONDOMINIUM,"1,710,000","1,313.21","1,302",Dec-22,BRIGHT HILL DRIVE,Resale,Strata,122,"14,016",-,Condominium,1,99 yrs lease commencing from 1975,20,Rest of Central Region,11 to 15
PARC OLYMPIA,"840,000",775.01,"1,084",Dec-22,FLORA DRIVE,Resale,Strata,72,"11,667",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
PARC OLYMPIA,"855,000",775.01,"1,103",Dec-22,FLORA DRIVE,Resale,Strata,72,"11,875",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
CAIRNHILL CREST,"5,900,000","3,100.03","1,903",Dec-22,CAIRNHILL CIRCLE,Resale,Strata,288,"20,486",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
THOMSON V ONE,"888,000",581.26,"1,528",Dec-22,SIN MING ROAD,Resale,Strata,54,"16,444",-,Apartment,1,99 yrs lease commencing from 2001,20,Rest of Central Region,01 to 05
THE LOFT,"2,900,000","1,323.97","2,190",Dec-22,NASSIM HILL,Resale,Strata,123,"23,577",-,Condominium,1,99 yrs lease commencing from 1999,10,Core Central Region,01 to 05
THE MAYFAIR,"1,200,000","1,173.28","1,023",Dec-22,JURONG EAST STREET 32,Resale,Strata,109,"11,009",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,06 to 10
ALESSANDREA,"1,688,000","1,001.05","1,686",Dec-22,ALEXANDRA ROAD,Resale,Strata,93,"18,151",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
TREE HOUSE,"1,910,000","1,410.08","1,355",Dec-22,CHESTNUT AVENUE,Resale,Strata,131,"14,580",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,01 to 05
MAPLE WOODS,"3,670,000","1,786.82","2,054",Dec-22,BUKIT TIMAH ROAD,Resale,Strata,166,"22,108",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
DAHLIA PARK CONDOMINIUM,"1,338,000","1,270.15","1,053",Dec-22,FLORA DRIVE,Resale,Strata,118,"11,339",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
OLEANAS RESIDENCE,"3,300,000","1,636.13","2,017",Dec-22,KIM YAM ROAD,Resale,Strata,152,"21,711",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
THE TAPESTRY,"1,130,000",699.66,"1,615",Dec-22,TAMPINES STREET 86,Resale,Strata,65,"17,385",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
E MAISON,"1,640,000","1,173.28","1,398",Dec-22,BRADDELL ROAD,Resale,Strata,109,"15,046",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"1,333,000",990.29,"1,346",Dec-22,LAKESIDE DRIVE,Resale,Strata,92,"14,489",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"938,000",688.9,"1,362",Dec-22,UPPER SERANGOON VIEW,Resale,Strata,64,"14,656",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
BEACON HEIGHTS,"1,260,000",893.41,"1,410",Dec-22,MAR THOMA ROAD,Resale,Strata,83,"15,181",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,16 to 20
LAKEHOLMZ,"1,492,000","1,248.62","1,195",Dec-22,CORPORATION ROAD,Resale,Strata,116,"12,862",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,01 to 05
THE ODEON KATONG,"888,888",581.26,"1,529",Dec-22,EAST COAST ROAD,Resale,Strata,54,"16,461",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
HAZEL PARK CONDOMINIUM,"1,300,000","1,205.57","1,078",Dec-22,HAZEL PARK TERRACE,Resale,Strata,112,"11,607",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
CENTRAL VIEW,"1,300,000","1,205.57","1,078",Dec-22,HOUGANG STREET 11,Resale,Strata,112,"11,607",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,01 to 05
COMPASS HEIGHTS,"1,550,000","1,248.62","1,241",Dec-22,SENGKANG SQUARE,Resale,Strata,116,"13,362",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
THE POIZ RESIDENCES,"1,098,888",581.26,"1,891",Dec-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,54,"20,350",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
MAYSPRINGS,"1,600,000","1,560.78","1,025",Dec-22,PETIR ROAD,Resale,Strata,145,"11,034",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,21 to 25
BELLE VUE RESIDENCES,"4,200,000","2,045.16","2,054",Dec-22,OXLEY WALK,Resale,Strata,190,"22,105",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE ARTE,"1,770,000","1,054.87","1,678",Dec-22,JALAN RAJA UDANG,Resale,Strata,98,"18,061",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
ECO,"1,580,000","1,033.34","1,529",Dec-22,BEDOK SOUTH AVENUE 3,Resale,Strata,96,"16,458",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
THE TENNERY,"780,000",613.55,"1,271",Dec-22,WOODLANDS ROAD,Resale,Strata,57,"13,684",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
PETIT JERVOIS,"3,032,000",958,"3,165",Dec-22,JERVOIS ROAD,Resale,Strata,89,"34,067",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PRESTIGE HEIGHTS,"700,000",409.03,"1,711",Dec-22,BALESTIER ROAD,Resale,Strata,38,"18,421",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
ALEXIS,"1,620,000","1,130.22","1,433",Dec-22,ALEXANDRA ROAD,Resale,Strata,105,"15,429",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
SUITES @ PAYA LEBAR,"655,000",409.03,"1,601",Dec-22,UPPER PAYA LEBAR ROAD,Resale,Strata,38,"17,237",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
LA FIESTA,"1,950,000","1,367.03","1,426",Dec-22,SENGKANG SQUARE,Resale,Strata,127,"15,354",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE MILTONIA RESIDENCES,"760,000",592.02,"1,284",Dec-22,MILTONIA CLOSE,Resale,Strata,55,"13,818",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,553,888",861.12,"1,804",Dec-22,MARINA BOULEVARD,Resale,Strata,80,"19,424",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,46 to 50
WATERTOWN,"970,000",592.02,"1,638",Dec-22,PUNGGOL CENTRAL,Resale,Strata,55,"17,636",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
PARK EAST,"2,650,000","1,722.24","1,539",Dec-22,JALAN TUA KONG,Resale,Strata,160,"16,563",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
WOODHAVEN,"717,000",592.02,"1,211",Dec-22,WOODGROVE AVENUE,Resale,Strata,55,"13,036",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
VUE 8 RESIDENCE,"975,000",796.54,"1,224",Dec-22,PASIR RIS HEIGHTS,Resale,Strata,74,"13,176",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
TRE RESIDENCES,"1,400,000",861.12,"1,626",Dec-22,GEYLANG EAST AVENUE 1,Resale,Strata,80,"17,500",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
SKY HABITAT,"2,350,000","1,216.33","1,932",Dec-22,BISHAN STREET 15,Resale,Strata,113,"20,796",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,16 to 20
PARC RIVIERA,"968,000",602.78,"1,606",Dec-22,WEST COAST VALE,Resale,Strata,56,"17,286",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
WATER PLACE,"1,938,000","1,227.1","1,579",Dec-22,TANJONG RHU ROAD,Resale,Strata,114,"17,000",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10
STUDIOS @ MARNE,"710,000",516.67,"1,374",Dec-22,MARNE ROAD,Resale,Strata,48,"14,792",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
HILLS TWOONE,"820,000",581.26,"1,411",Dec-22,HILLVIEW TERRACE,Resale,Strata,54,"15,185",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"905,000",678.13,"1,335",Dec-22,FERNVALE ROAD,Resale,Strata,63,"14,365",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"1,460,000",796.54,"1,833",Dec-22,COMMONWEALTH AVENUE,Resale,Strata,74,"19,730",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
TERRASSE,"1,288,000",958,"1,344",Dec-22,TERRASSE LANE,Resale,Strata,89,"14,472",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,200,000",914.94,"1,312",Dec-22,LORONG HOW SUN,Resale,Strata,85,"14,118",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
WATERFRONT GOLD,"1,545,000","1,011.82","1,527",Dec-22,BEDOK RESERVOIR ROAD,Resale,Strata,94,"16,436",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
THE VISION,"2,075,000","1,313.21","1,580",Dec-22,WEST COAST CRESCENT,Resale,Strata,122,"17,008",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,31 to 35
THE LUXURIE,"745,000",452.09,"1,648",Dec-22,COMPASSVALE ROAD,Resale,Strata,42,"17,738",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
NORTH PARK RESIDENCES,"1,290,000",699.66,"1,844",Dec-22,YISHUN CENTRAL 1,Resale,Strata,65,"19,846",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
SMART SUITES,"730,000",484.38,"1,507",Dec-22,SIMS AVENUE,Resale,Strata,45,"16,222",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE LENOX,"1,138,000",775.01,"1,468",Dec-22,CHANGI ROAD,Resale,Strata,72,"15,806",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
FLAMINGO VALLEY,"1,496,888",861.12,"1,738",Dec-22,SIGLAP ROAD,Resale,Strata,80,"18,711",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
FABER CREST,"1,150,000","1,011.82","1,137",Dec-22,FABER HEIGHTS,Resale,Strata,94,"12,234",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
ZENITH,"1,610,000",775.01,"2,077",Dec-22,ZION ROAD,Resale,Strata,72,"22,361",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,678,000",893.41,"1,878",Dec-22,KEPPEL BAY VIEW,Resale,Strata,83,"20,217",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,26 to 30
D'LEEDON,"2,950,000","1,743.77","1,692",Dec-22,LEEDON HEIGHTS,Resale,Strata,162,"18,210",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
VILLAGE @ PASIR PANJANG,"2,228,000","1,474.67","1,511",Dec-22,PASIR PANJANG ROAD,Resale,Strata,137,"16,263",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
EASTPOINT GREEN,"1,040,000",968.76,"1,074",Dec-22,SIMEI STREET 3,Resale,Strata,90,"11,556",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
NORTH PARK RESIDENCES,"1,275,000",731.95,"1,742",Dec-22,YISHUN CENTRAL 1,Resale,Strata,68,"18,750",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
MAYSPRINGS,"910,000",818.06,"1,112",Dec-22,PETIR ROAD,Resale,Strata,76,"11,974",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
CASA MERAH,"1,670,000","1,280.92","1,304",Dec-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,119,"14,034",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
SKYSUITES17,"1,150,000",678.13,"1,696",Dec-22,JALAN RAJAH,Resale,Strata,63,"18,254",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
COCO PALMS,"1,050,000",753.48,"1,394",Dec-22,PASIR RIS GROVE,Resale,Strata,70,"15,000",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
TRE RESIDENCES,"1,475,000",861.12,"1,713",Dec-22,GEYLANG EAST AVENUE 1,Resale,Strata,80,"18,438",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
THE LAKESHORE,"1,180,000",925.7,"1,275",Dec-22,JURONG WEST STREET 41,Resale,Strata,86,"13,721",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,16 to 20
KOVAN REGENCY,"1,365,000",775.01,"1,761",Dec-22,KOVAN RISE,Resale,Strata,72,"18,958",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE SOUND,"1,790,000","1,022.58","1,750",Dec-22,EAST COAST ROAD,Resale,Strata,95,"18,842",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
DOUBLE BAY RESIDENCES,"1,100,000",936.47,"1,175",Dec-22,SIMEI STREET 4,Resale,Strata,87,"12,644",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
183 LONGHAUS,"1,730,000","1,076.4","1,607",Dec-22,UPPER THOMSON ROAD,Resale,Strata,100,"17,300",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
KENSINGTON SQUARE,"920,000",613.55,"1,499",Dec-22,JALAN LOKAM,Resale,Strata,57,"16,140",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"910,000",764.24,"1,191",Dec-22,FLORA DRIVE,Resale,Strata,71,"12,817",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
SELETAR SPRINGS CONDOMINIUM,"1,188,000","1,302.44",912,Dec-22,GERALD DRIVE,Resale,Strata,121,"9,818",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
HELIOS RESIDENCES,"3,220,000","1,313.21","2,452",Dec-22,CAIRNHILL CIRCLE,Resale,Strata,122,"26,393",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
THE HILLIER,"800,000",505.91,"1,581",Dec-22,HILLVIEW RISE,Resale,Strata,47,"17,021",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
THE TESSARINA,"2,900,000","1,313.21","2,208",Dec-22,WILBY ROAD,Resale,Strata,122,"23,770",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE CORNWALL,"1,460,000",656.6,"2,224",Dec-22,CORNWALL GARDENS,Resale,Strata,61,"23,934",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
MI CASA,"985,000",990.29,995,Dec-22,CHOA CHU KANG AVENUE 3,Resale,Strata,92,"10,707",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,01 to 05
CITY GATE,"2,850,000","1,463.9","1,947",Dec-22,BEACH ROAD,Resale,Strata,136,"20,956",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
ASTOR,"1,150,000","1,130.22","1,018",Dec-22,LENGKONG EMPAT,Resale,Strata,105,"10,952",-,Apartment,1,99 yrs lease commencing from 2002,14,Outside Central Region,11 to 15
GAMBIER COURT,"2,500,000","1,485.43","1,683",Dec-22,KIM YAM ROAD,Resale,Strata,138,"18,116",-,Apartment,1,99 yrs lease commencing from 1997,09,Core Central Region,06 to 10
ESTILO,"930,000",516.67,"1,800",Dec-22,WILKIE ROAD,Resale,Strata,48,"19,375",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
RESIDENTIAL APARTMENTS,"3,400,000","1,674.88","2,030",Dec-22,CAMBRIDGE ROAD,Resale,Strata,155.6,"21,851",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
FOREST WOODS,"1,725,000",914.94,"1,885",Dec-22,LORONG LEW LIAN,Resale,Strata,85,"20,294",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
PARC RIVIERA,"1,400,000",904.18,"1,548",Dec-22,WEST COAST VALE,Resale,Strata,84,"16,667",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,26 to 30
RIVERWALK APARTMENTS,"2,350,000","1,614.6","1,455",Dec-22,UPPER CIRCULAR ROAD,Resale,Strata,150,"15,667",-,Apartment,1,99 yrs lease commencing from 1980,01,Rest of Central Region,06 to 10
THE ADDITION,"1,528,000",796.54,"1,918",Dec-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,74,"20,649",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
RIVEREDGE,"2,380,000","1,453.14","1,638",Dec-22,SAMPAN PLACE,Resale,Strata,135,"17,630",-,Condominium,1,99 yrs lease commencing from 2004,15,Rest of Central Region,06 to 10
HIGH PARK RESIDENCES,"1,185,000",871.88,"1,359",Dec-22,FERNVALE ROAD,Resale,Strata,81,"14,630",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
